CustomerID,InvoiceNo,Country,total_factura,gasto_historico_GBP,total_facturas_cliente
14062,539629,United Kingdom,239.9,10464.85,12
14062,541680,United Kingdom,1652.27,10464.85,12
14062,549980,United Kingdom,317.26,10464.85,12
14062,550159,United Kingdom,1420.98,10464.85,12
14062,557121,United Kingdom,360.04,10464.85,12
14062,560286,United Kingdom,898.44,10464.85,12
14062,563819,United Kingdom,1708.68,10464.85,12
14062,566089,United Kingdom,998.88,10464.85,12
14062,568790,United Kingdom,424.8,10464.85,12
14062,579538,United Kingdom,1239.38,10464.85,12
15615,539052,United Kingdom,17.7,10399.74,23
15615,541134,United Kingdom,643.6,10399.74,23
15615,539051,United Kingdom,14.85,10399.74,23
15615,539049,United Kingdom,1048.64,10399.74,23
15615,543977,United Kingdom,710.31,10399.74,23
15615,547100,United Kingdom,536.78,10399.74,23
15615,549732,United Kingdom,758.92,10399.74,23
15615,550450,United Kingdom,90.0,10399.74,23
15615,556192,United Kingdom,82.2,10399.74,23
15615,556189,United Kingdom,400.7,10399.74,23
15615,552804,United Kingdom,396.77,10399.74,23
15615,552532,United Kingdom,521.49,10399.74,23
15615,558630,United Kingdom,646.82,10399.74,23
15615,558629,United Kingdom,32.4,10399.74,23
15615,564635,United Kingdom,551.03,10399.74,23
15615,562919,United Kingdom,15.0,10399.74,23
15615,563656,United Kingdom,325.9,10399.74,23
15615,562918,United Kingdom,520.54,10399.74,23
15615,563657,United Kingdom,54.2,10399.74,23
15615,570167,United Kingdom,824.41,10399.74,23
15615,572657,United Kingdom,381.1,10399.74,23
15615,575141,United Kingdom,787.29,10399.74,23
15615,579461,United Kingdom,1039.09,10399.74,23
15502,537407,United Kingdom,192.7,10384.93,12
15502,537217,United Kingdom,167.2,10384.93,12
15502,537216,United Kingdom,569.5,10384.93,12
15502,546096,United Kingdom,1711.06,10384.93,12
15502,562608,United Kingdom,3315.07,10384.93,12
15502,566242,United Kingdom,160.6,10384.93,12
15502,566243,United Kingdom,33.9,10384.93,12
15502,566244,United Kingdom,126.0,10384.93,12
15502,569382,United Kingdom,3155.95,10384.93,12
15502,569389,United Kingdom,305.0,10384.93,12
15502,576063,United Kingdom,330.45,10384.93,12
15502,578480,United Kingdom,317.5,10384.93,12
16180,548565,United Kingdom,413.88,10254.18,8
16180,550613,United Kingdom,767.0,10254.18,8
16180,553088,United Kingdom,1147.15,10254.18,8
16180,557673,United Kingdom,1581.85,10254.18,8
16180,553095,United Kingdom,417.4,10254.18,8
16180,562353,United Kingdom,2317.0,10254.18,8
16180,560234,United Kingdom,1885.1,10254.18,8
16180,565014,United Kingdom,1724.8,10254.18,8
16843,541263,United Kingdom,759.06,10196.57,16
16843,544645,United Kingdom,1240.4,10196.57,16
16843,549755,United Kingdom,394.56,10196.57,16
16843,557057,United Kingdom,1830.72,10196.57,16
16843,553708,United Kingdom,112.2,10196.57,16
16843,554825,United Kingdom,309.41,10196.57,16
16843,557058,United Kingdom,69.3,10196.57,16
16843,553707,United Kingdom,1026.27,10196.57,16
16843,559885,United Kingdom,69.72,10196.57,16
16843,561625,United Kingdom,1024.44,10196.57,16
16843,559884,United Kingdom,535.52,10196.57,16
16843,565808,United Kingdom,23.0,10196.57,16
16843,565460,United Kingdom,1414.64,10196.57,16
16843,569696,United Kingdom,15.8,10196.57,16
16843,569695,United Kingdom,993.88,10196.57,16
16843,573163,United Kingdom,377.65,10196.57,16
12590,552978,Germany,9341.26,9864.26,2
12590,552980,Germany,523.0,9864.26,2
13001,545821,United Kingdom,591.02,9818.82,13
13001,545002,United Kingdom,278.28,9818.82,13
13001,542126,United Kingdom,564.39,9818.82,13
13001,541285,United Kingdom,805.45,9818.82,13
13001,544177,United Kingdom,1853.52,9818.82,13
13001,547053,United Kingdom,499.84,9818.82,13
13001,550129,United Kingdom,636.45,9818.82,13
13001,552061,United Kingdom,1264.08,9818.82,13
13001,548351,United Kingdom,850.82,9818.82,13
13001,556039,United Kingdom,501.5,9818.82,13
13001,558902,United Kingdom,770.07,9818.82,13
13001,577053,United Kingdom,612.39,9818.82,13
13001,580680,United Kingdom,591.01,9818.82,13
13199,540181,United Kingdom,199.44,9817.12,38
13199,537698,United Kingdom,468.68,9817.12,38
13199,541108,United Kingdom,76.32,9817.12,38
13199,539254,United Kingdom,243.12,9817.12,38
13199,541407,United Kingdom,152.64,9817.12,38
13199,544129,United Kingdom,434.6,9817.12,38
13199,544125,United Kingdom,285.24,9817.12,38
13199,543017,United Kingdom,15.0,9817.12,38
13199,545535,United Kingdom,73.92,9817.12,38
13199,550531,United Kingdom,35.4,9817.12,38
13199,549938,United Kingdom,408.0,9817.12,38
13199,546831,United Kingdom,606.84,9817.12,38
13199,551955,United Kingdom,321.48,9817.12,38
13199,551146,United Kingdom,59.0,9817.12,38
13199,554818,United Kingdom,292.6,9817.12,38
13199,554821,United Kingdom,67.88,9817.12,38
13199,557490,United Kingdom,243.84,9817.12,38
13199,557017,United Kingdom,181.56,9817.12,38
13199,560596,United Kingdom,186.2,9817.12,38
13199,564333,United Kingdom,116.16,9817.12,38
13199,566052,United Kingdom,186.32,9817.12,38
13199,564728,United Kingdom,85.92,9817.12,38
13199,569781,United Kingdom,159.24,9817.12,38
13199,569780,United Kingdom,370.9,9817.12,38
13199,571933,United Kingdom,76.32,9817.12,38
13199,573230,United Kingdom,85.92,9817.12,38
13199,575027,United Kingdom,125.92,9817.12,38
13199,574935,United Kingdom,301.04,9817.12,38
13199,573179,United Kingdom,1826.88,9817.12,38
13199,580031,United Kingdom,151.02,9817.12,38
13199,580138,United Kingdom,188.76,9817.12,38
13199,580892,United Kingdom,302.04,9817.12,38
13199,579452,United Kingdom,225.0,9817.12,38
13199,578694,United Kingdom,234.24,9817.12,38
13199,576693,United Kingdom,443.4,9817.12,38
13199,578014,United Kingdom,149.4,9817.12,38
13199,577605,United Kingdom,400.08,9817.12,38
13199,578695,United Kingdom,36.8,9817.12,38
15078,539570,United Kingdom,327.6,9743.11,32
15078,539571,United Kingdom,15.9,9743.11,32
15078,537365,United Kingdom,449.95,9743.11,32
15078,537367,United Kingdom,25.2,9743.11,32
15078,544660,United Kingdom,590.03,9743.11,32
15078,541977,United Kingdom,379.7,9743.11,32
15078,545035,United Kingdom,430.26,9743.11,32
15078,547687,United Kingdom,356.3,9743.11,32
15078,550663,United Kingdom,36.0,9743.11,32
15078,550662,United Kingdom,544.26,9743.11,32
15078,555289,United Kingdom,345.7,9743.11,32
15078,553934,United Kingdom,38.2,9743.11,32
15078,553933,United Kingdom,573.66,9743.11,32
15078,553936,United Kingdom,71.4,9743.11,32
15078,561473,United Kingdom,544.2,9743.11,32
15078,558919,United Kingdom,455.45,9743.11,32
15078,562775,United Kingdom,494.6,9743.11,32
15078,558920,United Kingdom,104.34,9743.11,32
15078,558921,United Kingdom,20.8,9743.11,32
15078,567307,United Kingdom,573.2,9743.11,32
15078,564574,United Kingdom,15.0,9743.11,32
15078,563837,United Kingdom,306.1,9743.11,32
15078,564572,United Kingdom,577.94,9743.11,32
15078,568323,United Kingdom,304.36,9743.11,32
15078,571237,United Kingdom,25.2,9743.11,32
15078,571235,United Kingdom,423.42,9743.11,32
15078,571236,United Kingdom,30.6,9743.11,32
15078,574680,United Kingdom,553.1,9743.11,32
15078,579011,United Kingdom,307.56,9743.11,32
15078,580319,United Kingdom,310.18,9743.11,32
15078,580321,United Kingdom,50.4,9743.11,32
15078,580320,United Kingdom,462.5,9743.11,32
12709,537673,Germany,522.7,9736.52,15
12709,539401,Germany,792.99,9736.52,15
12709,542106,Germany,1116.9,9736.52,15
12709,545295,Germany,762.5,9736.52,15
12709,550002,Germany,68.0,9736.52,15
12709,548320,Germany,418.7,9736.52,15
12709,552211,Germany,246.08,9736.52,15
12709,555282,Germany,1225.26,9736.52,15
12709,560038,Germany,875.28,9736.52,15
12709,561468,Germany,440.7,9736.52,15
12709,565440,Germany,761.68,9736.52,15
12709,568987,Germany,824.83,9736.52,15
12709,570792,Germany,533.12,9736.52,15
12709,573136,Germany,268.68,9736.52,15
12709,578626,Germany,879.1,9736.52,15
13458,540268,United Kingdom,1489.18,9646.57,14
13458,538995,United Kingdom,1185.86,9646.57,14
13458,544968,United Kingdom,676.92,9646.57,14
13458,543354,United Kingdom,818.86,9646.57,14
13458,549833,United Kingdom,1015.14,9646.57,14
13458,555420,United Kingdom,630.46,9646.57,14
13458,552466,United Kingdom,443.66,9646.57,14
13458,557871,United Kingdom,300.78,9646.57,14
13458,561396,United Kingdom,794.58,9646.57,14
13458,565133,United Kingdom,322.98,9646.57,14
13458,569630,United Kingdom,498.36,9646.57,14
13458,572933,United Kingdom,495.86,9646.57,14
13458,576834,United Kingdom,389.41,9646.57,14
13458,580317,United Kingdom,584.52,9646.57,14
14733,537484,United Kingdom,1830.02,9585.91,12
14733,540834,United Kingdom,1578.31,9585.91,12
14733,538664,United Kingdom,1695.12,9585.91,12
14733,539590,United Kingdom,832.08,9585.91,12
14733,542254,United Kingdom,511.69,9585.91,12
14733,543554,United Kingdom,493.5,9585.91,12
14733,546525,United Kingdom,619.6,9585.91,12
14733,553878,United Kingdom,347.26,9585.91,12
14733,557755,United Kingdom,441.48,9585.91,12
14733,560381,United Kingdom,378.16,9585.91,12
14733,563907,United Kingdom,316.98,9585.91,12
14733,578303,United Kingdom,541.71,9585.91,12
16523,542506,United Kingdom,743.9,9418.47,21
16523,550199,United Kingdom,397.5,9418.47,21
16523,547898,United Kingdom,374.7,9418.47,21
16523,546786,United Kingdom,239.0,9418.47,21
16523,550200,United Kingdom,64.2,9418.47,21
16523,556913,United Kingdom,392.0,9418.47,21
16523,552274,United Kingdom,236.1,9418.47,21
16523,552275,United Kingdom,59.8,9418.47,21
16523,554347,United Kingdom,720.4,9418.47,21
16523,560834,United Kingdom,484.4,9418.47,21
16523,559462,United Kingdom,314.85,9418.47,21
16523,565458,United Kingdom,477.7,9418.47,21
16523,566270,United Kingdom,848.98,9418.47,21
16523,567635,United Kingdom,686.48,9418.47,21
16523,563450,United Kingdom,741.4,9418.47,21
16523,570878,United Kingdom,82.5,9418.47,21
16523,570877,United Kingdom,249.6,9418.47,21
16523,574746,United Kingdom,676.8,9418.47,21
16523,578517,United Kingdom,772.54,9418.47,21
16523,580775,United Kingdom,33.0,9418.47,21
16523,581216,United Kingdom,822.62,9418.47,21
12567,537065,France,1526.92,9401.28,10
12567,537468,France,415.46,9401.28,10
12567,543188,France,1236.73,9401.28,10
12567,554097,France,705.21,9401.28,10
12567,555933,France,286.34,9401.28,10
12567,555936,France,286.34,9401.28,10
12567,556507,France,1650.1,9401.28,10
12567,565443,France,891.82,9401.28,10
12567,564173,France,851.06,9401.28,10
12567,576927,France,1551.3,9401.28,10
14367,545996,United Kingdom,983.16,9261.52,16
14367,549988,United Kingdom,431.65,9261.52,16
14367,548178,United Kingdom,504.61,9261.52,16
14367,552850,United Kingdom,61.95,9261.52,16
14367,552839,United Kingdom,785.79,9261.52,16
14367,556050,United Kingdom,279.04,9261.52,16
14367,552848,United Kingdom,61.95,9261.52,16
14367,556042,United Kingdom,1037.37,9261.52,16
14367,559684,United Kingdom,373.4,9261.52,16
14367,561085,United Kingdom,929.53,9261.52,16
14367,566912,United Kingdom,990.15,9261.52,16
14367,571737,United Kingdom,764.74,9261.52,16
14367,568156,United Kingdom,511.34,9261.52,16
14367,575169,United Kingdom,598.46,9261.52,16
14367,577235,United Kingdom,314.85,9261.52,16
14367,580058,United Kingdom,633.53,9261.52,16
14667,538706,United Kingdom,312.4,9241.2,25
14667,538202,United Kingdom,274.73,9241.2,25
14667,538307,United Kingdom,213.26,9241.2,25
14667,538077,United Kingdom,686.15,9241.2,25
14667,537381,United Kingdom,511.56,9241.2,25
14667,546218,United Kingdom,144.9,9241.2,25
14667,541291,United Kingdom,305.81,9241.2,25
14667,544457,United Kingdom,333.6,9241.2,25
14667,551525,United Kingdom,439.85,9241.2,25
14667,549238,United Kingdom,388.77,9241.2,25
14667,556573,United Kingdom,480.98,9241.2,25
14667,557514,United Kingdom,173.42,9241.2,25
14667,557598,United Kingdom,202.62,9241.2,25
14667,552442,United Kingdom,342.78,9241.2,25
14667,560387,United Kingdom,179.41,9241.2,25
14667,562419,United Kingdom,249.13,9241.2,25
14667,563698,United Kingdom,248.85,9241.2,25
14667,565738,United Kingdom,582.8,9241.2,25
14667,568325,United Kingdom,1069.29,9241.2,25
14667,573903,United Kingdom,740.64,9241.2,25
14667,576301,United Kingdom,260.7,9241.2,25
14667,575134,United Kingdom,97.7,9241.2,25
14667,575133,United Kingdom,159.38,9241.2,25
14667,577331,United Kingdom,467.57,9241.2,25
14667,579300,United Kingdom,374.9,9241.2,25
18092,539858,United Kingdom,610.8,9068.26,11
18092,541106,United Kingdom,259.2,9068.26,11
18092,539564,United Kingdom,756.12,9068.26,11
18092,537887,United Kingdom,1485.72,9068.26,11
18092,551062,United Kingdom,884.4,9068.26,11
18092,556016,United Kingdom,452.4,9068.26,11
18092,556019,United Kingdom,221.4,9068.26,11
18092,563166,United Kingdom,1181.44,9068.26,11
18092,566617,United Kingdom,1304.04,9068.26,11
18092,573778,United Kingdom,1350.9,9068.26,11
18092,581135,United Kingdom,561.84,9068.26,11
13969,538170,United Kingdom,317.59,9053.94,18
13969,541793,United Kingdom,345.24,9053.94,18
13969,546910,United Kingdom,145.55,9053.94,18
13969,550989,United Kingdom,255.69,9053.94,18
13969,552028,United Kingdom,64.06,9053.94,18
13969,552025,United Kingdom,378.95,9053.94,18
13969,556263,United Kingdom,491.38,9053.94,18
13969,562416,United Kingdom,301.93,9053.94,18
13969,560781,United Kingdom,353.02,9053.94,18
13969,557957,United Kingdom,551.72,9053.94,18
13969,564356,United Kingdom,706.22,9053.94,18
13969,570680,United Kingdom,899.07,9053.94,18
13969,573130,United Kingdom,1204.36,9053.94,18
13969,573910,United Kingdom,422.1,9053.94,18
13969,577071,United Kingdom,1166.7,9053.94,18
13969,580092,United Kingdom,1121.79,9053.94,18
13969,580314,United Kingdom,20.11,9053.94,18
13969,578104,United Kingdom,308.46,9053.94,18
12451,541518,Switzerland,2919.51,9035.52,5
12451,552013,Switzerland,2388.31,9035.52,5
12451,569653,Switzerland,2539.56,9035.52,5
12451,579259,Switzerland,262.5,9035.52,5
12451,577157,Switzerland,925.64,9035.52,5
13488,540907,United Kingdom,1358.29,8968.31,13
13488,537604,United Kingdom,1381.92,8968.31,13
13488,543166,United Kingdom,655.55,8968.31,13
13488,547580,United Kingdom,713.95,8968.31,13
13488,554866,United Kingdom,493.27,8968.31,13
13488,553463,United Kingdom,927.45,8968.31,13
13488,560362,United Kingdom,150.78,8968.31,13
13488,560361,United Kingdom,272.81,8968.31,13
13488,562964,United Kingdom,642.36,8968.31,13
13488,566572,United Kingdom,432.75,8968.31,13
13488,568669,United Kingdom,338.06,8968.31,13
13488,573076,United Kingdom,878.98,8968.31,13
13488,578044,United Kingdom,722.14,8968.31,13
13090,538147,United Kingdom,15.0,8910.82,14
13090,538005,United Kingdom,832.8,8910.82,14
13090,541203,United Kingdom,302.76,8910.82,14
13090,536598,United Kingdom,160.6,8910.82,14
13090,544816,United Kingdom,485.04,8910.82,14
13090,546929,United Kingdom,555.3,8910.82,14
13090,550202,United Kingdom,760.1,8910.82,14
13090,557143,United Kingdom,832.02,8910.82,14
13090,561355,United Kingdom,968.4,8910.82,14
13090,569803,United Kingdom,902.07,8910.82,14
13090,571430,United Kingdom,331.9,8910.82,14
13090,575137,United Kingdom,1833.69,8910.82,14
13090,580045,United Kingdom,355.38,8910.82,14
13090,577488,United Kingdom,575.76,8910.82,14
16033,540179,United Kingdom,481.14,8816.4,20
16033,537041,United Kingdom,155.64,8816.4,20
16033,538843,United Kingdom,154.05,8816.4,20
16033,541417,United Kingdom,262.96,8816.4,20
16033,545688,United Kingdom,635.17,8816.4,20
16033,543355,United Kingdom,208.76,8816.4,20
16033,550447,United Kingdom,393.33,8816.4,20
16033,550491,United Kingdom,19.8,8816.4,20
16033,550483,United Kingdom,42.4,8816.4,20
16033,554261,United Kingdom,256.98,8816.4,20
16033,552949,United Kingdom,667.44,8816.4,20
16033,558196,United Kingdom,626.41,8816.4,20
16033,561192,United Kingdom,441.14,8816.4,20
16033,559678,United Kingdom,214.25,8816.4,20
16033,567184,United Kingdom,954.51,8816.4,20
16033,563444,United Kingdom,687.08,8816.4,20
16033,564172,United Kingdom,631.75,8816.4,20
16033,569523,United Kingdom,368.38,8816.4,20
16033,574700,United Kingdom,1193.34,8816.4,20
16033,580482,United Kingdom,421.87,8816.4,20
17017,538868,United Kingdom,824.02,8694.26,20
17017,538120,United Kingdom,144.5,8694.26,20
17017,536618,United Kingdom,780.12,8694.26,20
17017,537489,United Kingdom,511.8,8694.26,20
17017,536619,United Kingdom,97.2,8694.26,20
17017,544906,United Kingdom,528.32,8694.26,20
17017,549918,United Kingdom,267.96,8694.26,20
17017,547020,United Kingdom,368.36,8694.26,20
17017,547036,United Kingdom,380.4,8694.26,20
17017,553837,United Kingdom,24.96,8694.26,20
17017,553836,United Kingdom,566.18,8694.26,20
17017,558573,United Kingdom,30.0,8694.26,20
17017,558574,United Kingdom,97.2,8694.26,20
17017,558571,United Kingdom,810.26,8694.26,20
17017,568576,United Kingdom,815.04,8694.26,20
17017,572892,United Kingdom,326.04,8694.26,20
17017,576847,United Kingdom,456.6,8694.26,20
17017,578297,United Kingdom,446.28,8694.26,20
17017,579531,United Kingdom,588.42,8694.26,20
17017,581013,United Kingdom,630.6,8694.26,20
17243,540498,United Kingdom,268.8,8676.85,26
17243,539461,United Kingdom,259.55,8676.85,26
17243,538365,United Kingdom,338.6,8676.85,26
17243,537037,United Kingdom,256.9,8676.85,26
17243,545039,United Kingdom,373.65,8676.85,26
17243,543592,United Kingdom,263.8,8676.85,26
17243,545669,United Kingdom,186.9,8676.85,26
17243,541835,United Kingdom,161.8,8676.85,26
17243,550301,United Kingdom,345.05,8676.85,26
17243,547837,United Kingdom,266.55,8676.85,26
17243,548696,United Kingdom,142.5,8676.85,26
17243,556768,United Kingdom,433.0,8676.85,26
17243,558863,United Kingdom,276.82,8676.85,26
17243,561466,United Kingdom,160.2,8676.85,26
17243,567816,United Kingdom,248.7,8676.85,26
17243,563692,United Kingdom,278.55,8676.85,26
17243,566019,United Kingdom,441.49,8676.85,26
17243,572049,United Kingdom,414.21,8676.85,26
17243,575609,United Kingdom,448.5,8676.85,26
17243,575887,United Kingdom,424.2,8676.85,26
17243,573872,United Kingdom,375.72,8676.85,26
17243,578795,United Kingdom,308.86,8676.85,26
17243,577097,United Kingdom,616.8,8676.85,26
17243,580384,United Kingdom,331.28,8676.85,26
17243,577404,United Kingdom,450.12,8676.85,26
17243,581398,United Kingdom,604.3,8676.85,26
17306,539721,United Kingdom,324.0,8631.31,19
17306,544164,United Kingdom,601.94,8631.31,19
17306,546011,United Kingdom,367.2,8631.31,19
17306,541814,United Kingdom,748.94,8631.31,19
17306,546775,United Kingdom,152.64,8631.31,19
17306,548222,United Kingdom,396.6,8631.31,19
17306,548223,United Kingdom,152.64,8631.31,19
17306,557133,United Kingdom,305.28,8631.31,19
17306,553867,United Kingdom,451.7,8631.31,19
17306,557134,United Kingdom,511.8,8631.31,19
17306,557135,United Kingdom,461.9,8631.31,19
17306,559044,United Kingdom,426.2,8631.31,19
17306,562224,United Kingdom,611.24,8631.31,19
17306,560605,United Kingdom,611.24,8631.31,19
17306,565084,United Kingdom,576.74,8631.31,19
17306,568943,United Kingdom,506.18,8631.31,19
17306,574226,United Kingdom,379.92,8631.31,19
17306,579402,United Kingdom,348.35,8631.31,19
17306,579400,United Kingdom,696.8,8631.31,19
16656,538204,United Kingdom,428.76,8625.8,15
16656,540002,United Kingdom,310.28,8625.8,15
16656,544482,United Kingdom,659.28,8625.8,15
16656,551133,United Kingdom,708.6,8625.8,15
16656,547001,United Kingdom,357.12,8625.8,15
16656,555005,United Kingdom,1093.44,8625.8,15
16656,559709,United Kingdom,884.4,8625.8,15
16656,562810,United Kingdom,60.0,8625.8,15
16656,560595,United Kingdom,814.48,8625.8,15
16656,563038,United Kingdom,940.64,8625.8,15
16656,567537,United Kingdom,353.58,8625.8,15
16656,565459,United Kingdom,859.68,8625.8,15
16656,575291,United Kingdom,103.68,8625.8,15
16656,573156,United Kingdom,756.72,8625.8,15
16656,577064,United Kingdom,295.14,8625.8,15
14527,539588,United Kingdom,138.85,8508.82,55
14527,538012,United Kingdom,224.38,8508.82,55
14527,537159,United Kingdom,292.95,8508.82,55
14527,540169,United Kingdom,229.75,8508.82,55
14527,540640,United Kingdom,167.6,8508.82,55
14527,539002,United Kingdom,269.31,8508.82,55
14527,543454,United Kingdom,140.55,8508.82,55
14527,542673,United Kingdom,101.8,8508.82,55
14527,545155,United Kingdom,122.0,8508.82,55
14527,542065,United Kingdom,90.9,8508.82,55
14527,544043,United Kingdom,12.75,8508.82,55
14527,546104,United Kingdom,98.7,8508.82,55
14527,544892,United Kingdom,77.95,8508.82,55
14527,541565,United Kingdom,172.15,8508.82,55
14527,544042,United Kingdom,91.2,8508.82,55
14527,546634,United Kingdom,78.04,8508.82,55
14527,548461,United Kingdom,142.51,8508.82,55
14527,549287,United Kingdom,40.41,8508.82,55
14527,550764,United Kingdom,103.15,8508.82,55
14527,550292,United Kingdom,58.85,8508.82,55
14527,551262,United Kingdom,117.66,8508.82,55
14527,547654,United Kingdom,73.77,8508.82,55
14527,557748,United Kingdom,86.65,8508.82,55
14527,556903,United Kingdom,144.26,8508.82,55
14527,556023,United Kingdom,209.28,8508.82,55
14527,552410,United Kingdom,118.49,8508.82,55
14527,553663,United Kingdom,159.65,8508.82,55
14527,553142,United Kingdom,90.84,8508.82,55
14527,554424,United Kingdom,138.87,8508.82,55
14527,559302,United Kingdom,117.8,8508.82,55
14527,562201,United Kingdom,166.72,8508.82,55
14527,561463,United Kingdom,260.56,8508.82,55
14527,561630,United Kingdom,23.5,8508.82,55
14527,558458,United Kingdom,125.95,8508.82,55
14527,559991,United Kingdom,139.95,8508.82,55
14527,560839,United Kingdom,121.54,8508.82,55
14527,562840,United Kingdom,150.74,8508.82,55
14527,564304,United Kingdom,130.03,8508.82,55
14527,565312,United Kingdom,145.02,8508.82,55
14527,567622,United Kingdom,186.26,8508.82,55
14527,566329,United Kingdom,207.57,8508.82,55
14527,563255,United Kingdom,106.34,8508.82,55
14527,571041,United Kingdom,131.48,8508.82,55
14527,569828,United Kingdom,167.46,8508.82,55
14527,568875,United Kingdom,160.7,8508.82,55
14527,572045,United Kingdom,181.95,8508.82,55
14527,574871,United Kingdom,148.82,8508.82,55
14527,573572,United Kingdom,272.67,8508.82,55
14527,572660,United Kingdom,232.71,8508.82,55
14527,575855,United Kingdom,198.29,8508.82,55
14527,580043,United Kingdom,270.61,8508.82,55
14527,576704,United Kingdom,167.61,8508.82,55
14527,578231,United Kingdom,286.8,8508.82,55
14527,578923,United Kingdom,253.13,8508.82,55
14527,581114,United Kingdom,361.34,8508.82,55
12683,537897,France,213.88,8476.57,15
12683,538008,France,849.2,8476.57,15
12683,541405,France,732.14,8476.57,15
12683,545235,France,352.2,8476.57,15
12683,547508,France,378.0,8476.57,15
12683,551544,France,692.84,8476.57,15
12683,551545,France,24.9,8476.57,15
12683,547504,France,877.88,8476.57,15
12683,555937,France,669.36,8476.57,15
12683,552946,France,296.53,8476.57,15
12683,565931,France,404.31,8476.57,15
12683,564670,France,1130.95,8476.57,15
12683,572087,France,1056.9,8476.57,15
12683,580706,France,85.0,8476.57,15
12683,580705,France,712.48,8476.57,15
18139,577745,United Kingdom,461.4,8438.34,6
18139,577845,United Kingdom,734.82,8438.34,6
18139,577772,United Kingdom,689.52,8438.34,6
18139,577783,United Kingdom,2786.4,8438.34,6
18139,577754,United Kingdom,2675.28,8438.34,6
18139,577816,United Kingdom,1090.92,8438.34,6
15358,540187,United Kingdom,653.86,8347.2,22
15358,537890,United Kingdom,100.2,8347.2,22
15358,537888,United Kingdom,524.35,8347.2,22
15358,542268,United Kingdom,490.88,8347.2,22
15358,545661,United Kingdom,829.85,8347.2,22
15358,543982,United Kingdom,281.8,8347.2,22
15358,545662,United Kingdom,208.2,8347.2,22
15358,543981,United Kingdom,367.76,8347.2,22
15358,549847,United Kingdom,362.26,8347.2,22
15358,556683,United Kingdom,212.04,8347.2,22
15358,553212,United Kingdom,104.16,8347.2,22
15358,556682,United Kingdom,201.84,8347.2,22
15358,553211,United Kingdom,439.75,8347.2,22
15358,561223,United Kingdom,152.66,8347.2,22
15358,566314,United Kingdom,405.86,8347.2,22
15358,563016,United Kingdom,710.2,8347.2,22
15358,568228,United Kingdom,524.61,8347.2,22
15358,572213,United Kingdom,402.58,8347.2,22
15358,568229,United Kingdom,164.58,8347.2,22
15358,574521,United Kingdom,379.7,8347.2,22
15358,580541,United Kingdom,778.04,8347.2,22
15358,580542,United Kingdom,52.02,8347.2,22
16558,537762,United Kingdom,569.4,8338.49,20
16558,539442,United Kingdom,311.15,8338.49,20
16558,543604,United Kingdom,264.03,8338.49,20
16558,546315,United Kingdom,365.18,8338.49,20
16558,541875,United Kingdom,301.28,8338.49,20
16558,548338,United Kingdom,174.31,8338.49,20
16558,549322,United Kingdom,230.98,8338.49,20
16558,547205,United Kingdom,313.55,8338.49,20
16558,550777,United Kingdom,307.16,8338.49,20
16558,557122,United Kingdom,305.18,8338.49,20
16558,555015,United Kingdom,613.54,8338.49,20
16558,561050,United Kingdom,403.05,8338.49,20
16558,567697,United Kingdom,416.14,8338.49,20
16558,562914,United Kingdom,203.59,8338.49,20
16558,566048,United Kingdom,322.77,8338.49,20
16558,570178,United Kingdom,228.46,8338.49,20
16558,572224,United Kingdom,1256.69,8338.49,20
16558,574033,United Kingdom,302.0,8338.49,20
16558,577107,United Kingdom,851.06,8338.49,20
16558,581496,United Kingdom,598.97,8338.49,20
14056,546305,United Kingdom,232.43,8214.65,23
14056,545188,United Kingdom,598.96,8214.65,23
14056,548511,United Kingdom,276.94,8214.65,23
14056,547705,United Kingdom,229.49,8214.65,23
14056,546909,United Kingdom,220.6,8214.65,23
14056,550297,United Kingdom,321.83,8214.65,23
14056,552824,United Kingdom,508.63,8214.65,23
14056,556106,United Kingdom,393.34,8214.65,23
14056,554839,United Kingdom,374.29,8214.65,23
14056,553937,United Kingdom,171.29,8214.65,23
14056,552239,United Kingdom,367.52,8214.65,23
14056,558888,United Kingdom,659.08,8214.65,23
14056,562269,United Kingdom,251.94,8214.65,23
14056,562839,United Kingdom,123.21,8214.65,23
14056,560732,United Kingdom,341.03,8214.65,23
14056,562883,United Kingdom,6.3,8214.65,23
14056,564359,United Kingdom,305.63,8214.65,23
14056,567153,United Kingdom,258.01,8214.65,23
14056,569491,United Kingdom,528.68,8214.65,23
14056,571712,United Kingdom,611.98,8214.65,23
14056,574559,United Kingdom,473.72,8214.65,23
14056,578510,United Kingdom,534.73,8214.65,23
14056,581400,United Kingdom,425.02,8214.65,23
14936,546091,Channel Islands,1576.36,8137.02,8
14936,557222,Channel Islands,2060.03,8137.02,8
14936,564150,Channel Islands,1436.49,8137.02,8
14936,569556,Channel Islands,1105.16,8137.02,8
14936,569557,Channel Islands,33.0,8137.02,8
14936,569558,Channel Islands,622.84,8137.02,8
14936,574587,Channel Islands,1228.24,8137.02,8
14936,574588,Channel Islands,74.9,8137.02,8
16672,549834,United Kingdom,302.4,8134.94,20
16672,550786,United Kingdom,60.0,8134.94,20
16672,549124,United Kingdom,480.9,8134.94,20
16672,546927,United Kingdom,1175.44,8134.94,20
16672,551350,United Kingdom,438.0,8134.94,20
16672,556998,United Kingdom,305.4,8134.94,20
16672,552324,United Kingdom,681.5,8134.94,20
16672,557002,United Kingdom,180.0,8134.94,20
16672,556034,United Kingdom,313.2,8134.94,20
